test_year,year_complete,model,side,label,threshold,sample_mode,train_rows,candidate_rows,signal_count,coverage,precision,natural_precision,precision_lift,actual_up_rate,actual_down_rate,avg_future_ret_3w,median_future_ret_3w,avg_future_mfe_3w,avg_future_mae_3w,natural_avg_future_ret_3w,avg_return_lift
2021,True,lda,bottom,manual_weak_bottom_label,0.7,all_signals,115,8,0,0.0,,0.5,,,,,,,,0.034160525,
2021,True,lda,bottom,manual_weak_bottom_label,0.7,non_overlapping,115,8,0,0.0,,0.5,,,,,,,,0.034160525,
2021,True,lda,top,manual_weak_top_label,0.3,all_signals,104,23,6,0.2608695652173913,0.6666666666666666,0.2608695652173913,0.40579710144927533,0.5,0.5,-0.026789398333333336,-0.016434295,0.024278135000000003,-0.049986655,0.008074103913043479,-0.03486350224637681
2021,True,lda,top,manual_weak_top_label,0.3,non_overlapping,104,23,4,0.17391304347826086,0.75,0.2608695652173913,0.4891304347826087,0.5,0.5,-0.02569178,-0.016434295,0.0194675625,-0.0493103225,0.008074103913043479,-0.03376588391304348
2021,True,lda,top,manual_weak_top_label,0.4,all_signals,104,23,6,0.2608695652173913,0.6666666666666666,0.2608695652173913,0.40579710144927533,0.5,0.5,-0.026789398333333336,-0.016434295,0.024278135000000003,-0.049986655,0.008074103913043479,-0.03486350224637681
2021,True,lda,top,manual_weak_top_label,0.4,non_overlapping,104,23,4,0.17391304347826086,0.75,0.2608695652173913,0.4891304347826087,0.5,0.5,-0.02569178,-0.016434295,0.0194675625,-0.0493103225,0.008074103913043479,-0.03376588391304348
2021,True,lda,top,manual_weak_top_label,0.5,all_signals,104,23,6,0.2608695652173913,0.6666666666666666,0.2608695652173913,0.40579710144927533,0.5,0.5,-0.026789398333333336,-0.016434295,0.024278135000000003,-0.049986655,0.008074103913043479,-0.03486350224637681
2021,True,lda,top,manual_weak_top_label,0.5,non_overlapping,104,23,4,0.17391304347826086,0.75,0.2608695652173913,0.4891304347826087,0.5,0.5,-0.02569178,-0.016434295,0.0194675625,-0.0493103225,0.008074103913043479,-0.03376588391304348
2021,True,lda,top,manual_weak_top_label,0.6,all_signals,104,23,6,0.2608695652173913,0.6666666666666666,0.2608695652173913,0.40579710144927533,0.5,0.5,-0.026789398333333336,-0.016434295,0.024278135000000003,-0.049986655,0.008074103913043479,-0.03486350224637681
2021,True,lda,top,manual_weak_top_label,0.6,non_overlapping,104,23,4,0.17391304347826086,0.75,0.2608695652173913,0.4891304347826087,0.5,0.5,-0.02569178,-0.016434295,0.0194675625,-0.0493103225,0.008074103913043479,-0.03376588391304348
2021,True,lda,top,manual_weak_top_label,0.7,all_signals,104,23,6,0.2608695652173913,0.6666666666666666,0.2608695652173913,0.40579710144927533,0.5,0.5,-0.026789398333333336,-0.016434295,0.024278135000000003,-0.049986655,0.008074103913043479,-0.03486350224637681
2021,True,lda,top,manual_weak_top_label,0.7,non_overlapping,104,23,4,0.17391304347826086,0.75,0.2608695652173913,0.4891304347826087,0.5,0.5,-0.02569178,-0.016434295,0.0194675625,-0.0493103225,0.008074103913043479,-0.03376588391304348
2021,True,lightgbm,bottom,manual_weak_bottom_label,0.3,all_signals,115,8,3,0.375,0.6666666666666666,0.5,0.16666666666666663,1.0,0.0,0.02904066,0.03545762,0.056247776666666666,-0.023731023333333334,0.034160525,-0.005119864999999998
2021,True,lightgbm,bottom,manual_weak_bottom_label,0.3,non_overlapping,115,8,2,0.25,0.5,0.5,0.0,1.0,0.0,0.02039356,0.02039356,0.03357904,-0.031929385,0.034160525,-0.013766964999999996
2021,True,lightgbm,bottom,manual_weak_bottom_label,0.4,all_signals,115,8,3,0.375,0.6666666666666666,0.5,0.16666666666666663,1.0,0.0,0.02904066,0.03545762,0.056247776666666666,-0.023731023333333334,0.034160525,-0.005119864999999998
2021,True,lightgbm,bottom,manual_weak_bottom_label,0.4,non_overlapping,115,8,2,0.25,0.5,0.5,0.0,1.0,0.0,0.02039356,0.02039356,0.03357904,-0.031929385,0.034160525,-0.013766964999999996
2021,True,lightgbm,bottom,manual_weak_bottom_label,0.5,all_signals,115,8,1,0.125,1.0,0.5,0.5,1.0,0.0,0.04633486,0.04633486,0.10158525,-0.0073343,0.034160525,0.012174335000000001
2021,True,lightgbm,bottom,manual_weak_bottom_label,0.5,non_overlapping,115,8,1,0.125,1.0,0.5,0.5,1.0,0.0,0.04633486,0.04633486,0.10158525,-0.0073343,0.034160525,0.012174335000000001
2021,True,lightgbm,bottom,manual_weak_bottom_label,0.6,all_signals,115,8,0,0.0,,0.5,,,,,,,,0.034160525,
2021,True,lightgbm,bottom,manual_weak_bottom_label,0.6,non_overlapping,115,8,0,0.0,,0.5,,,,,,,,0.034160525,
