model,side,label,threshold,sample_mode,evaluated_years,complete_years,candidate_rows,signal_count,coverage,precision,natural_precision,actual_up_rate,actual_down_rate,avg_future_ret_3w,avg_future_mfe_3w,avg_future_mae_3w,natural_avg_future_ret_3w,precision_lift,avg_return_lift
logistic,top,manual_weak_top_label,0.4,non_overlapping,6,5,111,8,0.07207207207207207,0.375,0.0990990990990991,0.5,0.5,-0.00938856875,0.0310414175,-0.04704459875,0.00734634927927928,0.2759009009009009,-0.01673491802927928
logistic,top,manual_weak_top_label,0.5,all_signals,6,5,111,5,0.04504504504504504,0.2,0.0990990990990991,0.6,0.4,0.0005659719999999993,0.03035434,-0.040149652,0.00734634927927928,0.10090090090090091,-0.00678037727927928
logistic,top,manual_weak_top_label,0.5,non_overlapping,6,5,111,4,0.036036036036036036,0.0,0.0990990990990991,0.75,0.25,0.0163395825,0.0330702175,-0.0317286625,0.00734634927927928,-0.0990990990990991,0.008993233220720723
logistic,top,manual_weak_top_label,0.6,all_signals,6,5,111,5,0.04504504504504504,0.2,0.0990990990990991,0.6,0.4,0.0005659719999999993,0.03035434,-0.040149652,0.00734634927927928,0.10090090090090091,-0.00678037727927928
logistic,top,manual_weak_top_label,0.6,non_overlapping,6,5,111,4,0.036036036036036036,0.0,0.0990990990990991,0.75,0.25,0.0163395825,0.0330702175,-0.0317286625,0.00734634927927928,-0.0990990990990991,0.008993233220720723
logistic,top,manual_weak_top_label,0.7,all_signals,6,5,111,3,0.02702702702702703,0.0,0.0990990990990991,0.6666666666666666,0.3333333333333333,0.016307966666666666,0.03227770666666666,-0.029953146666666666,0.00734634927927928,-0.0990990990990991,0.008961617387387388
logistic,top,manual_weak_top_label,0.7,non_overlapping,6,5,111,3,0.02702702702702703,0.0,0.0990990990990991,0.6666666666666666,0.3333333333333333,0.016307966666666666,0.03227770666666666,-0.029953146666666666,0.00734634927927928,-0.0990990990990991,0.008961617387387388
mlp,bottom,manual_weak_bottom_label,0.3,all_signals,6,5,80,4,0.05,0.5,0.2625,0.75,0.25,0.1293829725,0.21859729,-0.032334,0.012450520499999998,0.2375,0.116932452
mlp,bottom,manual_weak_bottom_label,0.3,non_overlapping,6,5,80,3,0.0375,0.3333333333333333,0.2625,0.6666666666666666,0.3333333333333333,0.10130845333333333,0.1440585,-0.04181507,0.012450520499999998,0.0708333333333333,0.08885793283333333
mlp,bottom,manual_weak_bottom_label,0.4,all_signals,6,5,80,1,0.0125,0.0,0.2625,1.0,0.0,0.04633486,0.10158525,-0.0073343,0.012450520499999998,-0.2625,0.0338843395
