week_start_date,week_end_date,week_pos,manual_weak_bottom_label,future_ret_3w,future_mfe_3w,future_mae_3w,is_bottom_candidate,is_top_candidate,turning_proba,test_year,year_complete,model,side,label_col,train_rows,tuned_params_json,tuning_status,manual_weak_top_label
2021-09-06,2021-09-10,342,,-0.06645811,0.01384972,-0.09247098,0,1,0.9999853329154708,2021,True,lda,top,manual_weak_top_label,104,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}",ok,1.0
2021-09-13,2021-09-17,343,,-0.03939795,0.01552568,-0.06870603,0,1,0.9700307932244948,2021,True,lda,top,manual_weak_top_label,104,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}",ok,1.0
2021-09-22,2021-09-24,344,,-0.04485735,0.00488473,-0.07407891,0,1,0.026932876194746873,2021,True,lda,top,manual_weak_top_label,104,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}",ok,1.0
2021-11-15,2021-11-19,352,,0.01862717,0.03576915,-0.01151239,0,1,0.0809882787321719,2021,True,lda,top,manual_weak_top_label,104,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}",ok,0.0
2021-11-22,2021-11-26,353,,-0.00587926,0.01789595,-0.02856971,0,1,0.003514573716383668,2021,True,lda,top,manual_weak_top_label,104,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}",ok,0.0
2021-11-29,2021-12-03,354,,-0.03082729,0.00073081,-0.03863926,0,1,0.1591214345577815,2021,True,lda,top,manual_weak_top_label,104,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}",ok,1.0
2021-12-06,2021-12-10,355,,0.00769883,0.00882751,-0.02639712,0,1,0.9825539318452363,2021,True,lda,top,manual_weak_top_label,104,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}",ok,1.0
2021-12-27,2021-12-31,358,,-0.07759736,0.00632509,-0.07813916,0,1,0.9815308800908752,2021,True,lda,top,manual_weak_top_label,104,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}",ok,1.0
2021-05-24,2021-05-28,327,,0.02530046,0.03190797,-0.00392958,0,1,0.9351760794399379,2021,True,qda,top,manual_weak_top_label,104,"{""reg_param"": 0.2}",ok,0.0
2021-05-31,2021-06-04,328,,0.03162868,0.04046639,-0.01735447,0,1,0.9999999999979399,2021,True,qda,top,manual_weak_top_label,104,"{""reg_param"": 0.2}",ok,0.0
2021-06-07,2021-06-11,329,,0.00816565,0.03592003,-0.02698581,0,1,0.9999999940642277,2021,True,qda,top,manual_weak_top_label,104,"{""reg_param"": 0.2}",ok,0.0
2021-06-15,2021-06-18,330,,0.04067520,0.04402295,-0.00442297,0,1,1.0,2021,True,qda,top,manual_weak_top_label,104,"{""reg_param"": 0.2}",ok,0.0
2021-06-21,2021-06-25,331,,0.03255986,0.04826518,-0.01647542,0,1,1.0,2021,True,qda,top,manual_weak_top_label,104,"{""reg_param"": 0.2}",ok,0.0
2021-06-28,2021-07-02,332,,0.06815221,0.08166327,-0.00345017,0,1,0.9999999993413844,2021,True,qda,top,manual_weak_top_label,104,"{""reg_param"": 0.2}",ok,0.0
2021-07-05,2021-07-09,333,,0.01672766,0.04623319,-0.05492364,0,1,1.0,2021,True,qda,top,manual_weak_top_label,104,"{""reg_param"": 0.2}",ok,0.0
2021-07-12,2021-07-16,334,,0.03511321,0.03679505,-0.06609768,0,1,0.9999999999988562,2021,True,qda,top,manual_weak_top_label,104,"{""reg_param"": 0.2}",ok,0.0
2021-07-19,2021-07-23,335,,0.03551943,0.04670132,-0.08526068,0,1,0.9999999999847404,2021,True,qda,top,manual_weak_top_label,104,"{""reg_param"": 0.2}",ok,0.0
2021-07-26,2021-07-30,336,,0.02822462,0.06362292,-0.00185765,0,1,1.0,2021,True,qda,top,manual_weak_top_label,104,"{""reg_param"": 0.2}",ok,0.0
2021-08-02,2021-08-06,337,,0.02645007,0.03871602,-0.02025788,0,1,1.0,2021,True,qda,top,manual_weak_top_label,104,"{""reg_param"": 0.2}",ok,0.0
2021-08-09,2021-08-13,338,,-0.00144937,0.01970710,-0.04073795,0,1,1.0,2021,True,qda,top,manual_weak_top_label,104,"{""reg_param"": 0.2}",ok,0.0
