model,side,label,threshold,sample_mode,evaluated_years,complete_years,candidate_rows,signal_count,coverage,precision,natural_precision,actual_up_rate,actual_down_rate,avg_future_ret_3w,avg_future_mfe_3w,avg_future_mae_3w,natural_avg_future_ret_3w,precision_lift,avg_return_lift
bp,top,manual_weak_top_label,0.3,all_signals,6,5,111,76,0.6846846846846847,0.42105263157894735,0.3333333333333333,0.5394736842105263,0.4605263157894737,0.0035239299999999998,0.040671072236842104,-0.0373069622368421,0.00734634927927928,0.08771929824561403,-0.00382241927927928
bp,top,manual_weak_top_label,0.3,non_overlapping,6,5,111,37,0.3333333333333333,0.43243243243243246,0.3333333333333333,0.5675675675675675,0.43243243243243246,0.0064208351351351355,0.04650227297297298,-0.03472713945945946,0.00734634927927928,0.09909909909909914,-0.0009255141441441442
bp,top,manual_weak_top_label,0.4,all_signals,6,5,111,68,0.6126126126126126,0.4264705882352941,0.3333333333333333,0.5441176470588235,0.45588235294117646,0.003789611470588235,0.041034242352941175,-0.03860046132352941,0.00734634927927928,0.09313725490196079,-0.0035567378086910446
bp,top,manual_weak_top_label,0.4,non_overlapping,6,5,111,34,0.3063063063063063,0.38235294117647056,0.3333333333333333,0.5882352941176471,0.4117647058823529,0.009553094117647059,0.047366398235294115,-0.03306440117647059,0.00734634927927928,0.04901960784313725,0.002206744838367779
bp,top,manual_weak_top_label,0.5,all_signals,6,5,111,60,0.5405405405405406,0.43333333333333335,0.3333333333333333,0.5333333333333333,0.4666666666666667,0.0020761234999999998,0.0400196855,-0.0401047415,0.00734634927927928,0.10000000000000003,-0.00527022577927928
bp,top,manual_weak_top_label,0.5,non_overlapping,6,5,111,30,0.2702702702702703,0.3333333333333333,0.3333333333333333,0.5666666666666667,0.43333333333333335,0.006705548000000001,0.04368781099999999,-0.03543884333333333,0.00734634927927928,0.0,-0.0006408012792792784
bp,top,manual_weak_top_label,0.6,all_signals,6,5,111,57,0.5135135135135135,0.43859649122807015,0.3333333333333333,0.5263157894736842,0.47368421052631576,0.0012351973684210523,0.040149161228070177,-0.04103915070175438,0.00734634927927928,0.10526315789473684,-0.006111151910858228
bp,top,manual_weak_top_label,0.6,non_overlapping,6,5,111,28,0.25225225225225223,0.35714285714285715,0.3333333333333333,0.5714285714285714,0.42857142857142855,0.006579429285714286,0.0455032475,-0.03647785464285714,0.00734634927927928,0.023809523809523836,-0.0007669199935649938
bp,top,manual_weak_top_label,0.7,all_signals,6,5,111,49,0.44144144144144143,0.42857142857142855,0.3333333333333333,0.5306122448979592,0.46938775510204084,0.0017899320408163262,0.04283822693877551,-0.041643420204081634,0.00734634927927928,0.09523809523809523,-0.0055564172384629535
bp,top,manual_weak_top_label,0.7,non_overlapping,6,5,111,26,0.23423423423423423,0.34615384615384615,0.3333333333333333,0.5769230769230769,0.4230769230769231,0.00630623576923077,0.046870306153846145,-0.037604874230769234,0.00734634927927928,0.01282051282051283,-0.00104011351004851
lda,bottom,manual_weak_bottom_label,0.3,all_signals,6,5,80,17,0.2125,0.23529411764705882,0.25,0.5294117647058824,0.47058823529411764,0.023437532352941177,0.06382837235294117,-0.06270663529411764,0.012450520499999998,-0.01470588235294118,0.01098701185294118
lda,bottom,manual_weak_bottom_label,0.3,non_overlapping,6,5,80,10,0.125,0.3,0.25,0.7,0.3,0.058674642,0.08196653000000001,-0.050688765999999996,0.012450520499999998,0.04999999999999999,0.0462241215
lda,bottom,manual_weak_bottom_label,0.4,all_signals,6,5,80,14,0.175,0.2857142857142857,0.25,0.42857142857142855,0.5714285714285714,0.014387851428571427,0.06088011928571429,-0.06627622785714285,0.012450520499999998,0.0357142857142857,0.001937330928571429
lda,bottom,manual_weak_bottom_label,0.4,non_overlapping,6,5,80,9,0.1125,0.4444444444444444,0.25,0.6666666666666666,0.3333333333333333,0.06028440888888889,0.08719133666666666,-0.04226972777777778,0.012450520499999998,0.19444444444444442,0.04783388838888889
lda,bottom,manual_weak_bottom_label,0.5,all_signals,6,5,80,14,0.175,0.2857142857142857,0.25,0.42857142857142855,0.5714285714285714,0.014387851428571427,0.06088011928571429,-0.06627622785714285,0.012450520499999998,0.0357142857142857,0.001937330928571429
lda,bottom,manual_weak_bottom_label,0.5,non_overlapping,6,5,80,9,0.1125,0.4444444444444444,0.25,0.6666666666666666,0.3333333333333333,0.06028440888888889,0.08719133666666666,-0.04226972777777778,0.012450520499999998,0.19444444444444442,0.04783388838888889
lda,bottom,manual_weak_bottom_label,0.6,all_signals,6,5,80,12,0.15,0.25,0.25,0.4166666666666667,0.5833333333333334,-0.004756596666666669,0.04653522583333333,-0.06922122166666667,0.012450520499999998,0.0,-0.017207117166666668
lda,bottom,manual_weak_bottom_label,0.6,non_overlapping,6,5,80,7,0.0875,0.42857142857142855,0.25,0.7142857142857143,0.2857142857142857,0.03934565857142857,0.07107057428571428,-0.03858181142857143,0.012450520499999998,0.17857142857142855,0.02689513807142857
lda,bottom,manual_weak_bottom_label,0.7,all_signals,6,5,80,11,0.1375,0.18181818181818182,0.25,0.36363636363636365,0.6363636363636364,-0.009491321818181818,0.04632336454545454,-0.07260259363636364,0.012450520499999998,-0.06818181818181818,-0.021941842318181817
lda,bottom,manual_weak_bottom_label,0.7,non_overlapping,6,5,80,6,0.075,0.3333333333333333,0.25,0.6666666666666666,0.3333333333333333,0.038015705000000004,0.07477138666666668,-0.039674425,0.012450520499999998,0.08333333333333331,0.025565184500000004
lda,top,manual_weak_top_label,0.3,all_signals,6,5,111,68,0.6126126126126126,0.4117647058823529,0.3333333333333333,0.5735294117647058,0.4264705882352941,0.0052044507352941175,0.04094259852941177,-0.037068354558823534,0.00734634927927928,0.0784313725490196,-0.002141898543985162
